vaalipiiri,id,sukunimi,etunimi,puolue,ikä,sukupuoli,Toimin tällä hetkellä kansanedustajana.
11 Keski-Suomen vaalipiiri,4691,Puhakka,Henna,Vasemmistoliitto,34,F,0
07 Pirkanmaan vaalipiiri,4213,Puisto,Sakari,Perussuomalaiset,38,M,0
03 Varsinais-Suomen vaalipiiri,5427,Pulkkinen,Jari,Suomen Kristillisdemokraatit (KD),55,M,0
02 Uudenmaan vaalipiiri,5408,Pulkkinen,Tapio,Vasemmistoliitto,37,M,0
07 Pirkanmaan vaalipiiri,5100,Pulla,Sari,Suomen Sosialidemokraattinen Puolue,40,F,0
11 Keski-Suomen vaalipiiri,5226,Pulli,Timo,Suomen Sosialidemokraattinen Puolue,40,M,0
01 Helsingin vaalipiiri,5739,Pulliainen,Miro,Piraattipuolue,18,M,0
10 Vaasan vaalipiiri,5556,Punto,Ida Anna-Liisa,Suomen Kristillisdemokraatit (KD),37,F,0
11 Keski-Suomen vaalipiiri,4180,Puolimatka,Mia,Suomen Kristillisdemokraatit (KD),44,F,0
03 Varsinais-Suomen vaalipiiri,5931,Puotsaari,Tarja,Suomen Kommunistinen Puolue,55,F,0
11 Keski-Suomen vaalipiiri,5098,Purojärvi,Jonna,Piraattipuolue,26,F,0
07 Pirkanmaan vaalipiiri,5405,Pursiainen,Sirpa,Suomen Kristillisdemokraatit (KD),35,F,0
01 Helsingin vaalipiiri,4572,Puska,Pekka,Suomen Keskusta,69,M,0
07 Pirkanmaan vaalipiiri,4770,Putkonen,Anssi,Muutos 2011,47,M,0
10 Vaasan vaalipiiri,5149,Puumala,Tuomo,Suomen Keskusta,33,M,1
13 Lapin vaalipiiri,4148,Puuronen,Vesa,Vasemmistoliitto,58,M,0
09 Savo-Karjalan vaalipiiri,6029,Puurunen,Kirsti,Vasemmistoliitto,60,F,0
06 Hämeen vaalipiiri,5571,Puusaari,Riina,Vihreä liitto,32,F,0
08 Kaakkois-Suomen vaalipiiri,4914,Pylväinen,Jari,Vihreä liitto,39,M,0
12 Oulun vaalipiiri,5431,Pylväs,Juha,Suomen Keskusta,43,M,0
03 Varsinais-Suomen vaalipiiri,5746,Pyrrö,Milka,Piraattipuolue,20,F,0
12 Oulun vaalipiiri,6198,Pyörälä,Paavo,Suomen Kristillisdemokraatit (KD),0,M,0
01 Helsingin vaalipiiri,5028,Päivike,Taru,Suomen Keskusta,42,F,0
02 Uudenmaan vaalipiiri,4279,Päivinen,Mitja,Muutos 2011,32,M,0
10 Vaasan vaalipiiri,5288,Päiväniemi,Juha,Kommunistinen Työväenpuolue - Rauhan ja Sosialismin puolesta,57,M,0
03 Varsinais-Suomen vaalipiiri,4390,Pätäri,Taru,Suomen Sosialidemokraattinen Puolue,44,F,0
09 Savo-Karjalan vaalipiiri,5812,Pääkkö,Sakari,Kansallinen Kokoomus,20,M,0
03 Varsinais-Suomen vaalipiiri,5929,Pääkkönen,Tuukka,Vasemmistoliitto,29,M,0
06 Hämeen vaalipiiri,4907,Pöhö,Mirja,Suomen Kristillisdemokraatit (KD),65,F,0
10 Vaasan vaalipiiri,6060,Pöntinen,Kai,Kansallinen Kokoomus,51,M,0
08 Kaakkois-Suomen vaalipiiri,5761,Pöyry,Jukka,Perussuomalaiset,75,M,0
08 Kaakkois-Suomen vaalipiiri,5152,Pöyry,Pekka,Suomen Keskusta,37,M,0
09 Savo-Karjalan vaalipiiri,5184,Raassina,Sari,Kansallinen Kokoomus,51,F,0
01 Helsingin vaalipiiri,4828,Raatikainen,Mika,Perussuomalaiset,0,M,1
07 Pirkanmaan vaalipiiri,4291,Raatikainen,Saana,Vihreä liitto,40,F,0
06 Hämeen vaalipiiri,4674,Rahkio,Marjatta,Suomen Keskusta,52,F,0
02 Uudenmaan vaalipiiri,5090,Rahkonen,Susanna,Vihreä liitto,46,F,0
04 Satakunnan vaalipiiri,4899,Rainesto,Hannu,Suomen Työväenpuolue STP,0,M,0
03 Varsinais-Suomen vaalipiiri,5508,Raisto-Elo,Tanja,Suomen Keskusta,42,F,0
12 Oulun vaalipiiri,4497,Raitala,Juuso,Piraattipuolue,30,M,0
12 Oulun vaalipiiri,5794,Rajala,Lyly,Kansallinen Kokoomus,63,M,0
03 Varsinais-Suomen vaalipiiri,4913,Rajamäki,Simo,Perussuomalaiset,51,M,0
01 Helsingin vaalipiiri,5648,Ramsay,Anders,Itsenäisyyspuolue,34,M,0
06 Hämeen vaalipiiri,5412,Ranjith Kumar,Prabhakaran,Suomen Sosialidemokraattinen Puolue,40,M,0
06 Hämeen vaalipiiri,5212,Ranne,Lulu,Perussuomalaiset,43,F,0
04 Satakunnan vaalipiiri,5753,Ranta,Raisa,Vasemmistoliitto,36,F,0
12 Oulun vaalipiiri,5173,Rantakangas,Antti ,Suomen Keskusta,51,M,1
11 Keski-Suomen vaalipiiri,5396,Rantakangas,Eetu,Piraattipuolue,26,M,0
03 Varsinais-Suomen vaalipiiri,5511,Rantala,Jukka,Suomen Keskusta,47,M,0
01 Helsingin vaalipiiri,4773,Rantala,Marcus,Suomen ruotsalainen kansanpuolue,37,M,0
08 Kaakkois-Suomen vaalipiiri,6023,Rantalainen,Juha,Suomen Kristillisdemokraatit (KD),65,M,0
08 Kaakkois-Suomen vaalipiiri,4629,Rantalainen,Rurik,Vihreä liitto,20,M,0
01 Helsingin vaalipiiri,4651,Rantamaula,Ville-Veikko,Suomen Keskusta,34,M,0
03 Varsinais-Suomen vaalipiiri,5343,Rantanen,Elina,Vihreä liitto,36,F,0
10 Vaasan vaalipiiri,5033,Rantanen,Kimmo,Suomen Kristillisdemokraatit (KD),53,M,0
03 Varsinais-Suomen vaalipiiri,4491,Rantanen,Laura,Vihreä liitto,35,F,0
01 Helsingin vaalipiiri,4370,Rantanen,Mari,Perussuomalaiset,38,F,0
11 Keski-Suomen vaalipiiri,4743,Rantanen,Piritta,Suomen Sosialidemokraattinen Puolue,35,F,0
13 Lapin vaalipiiri,5624,Rantanen,Rhea,Suomen ruotsalainen kansanpuolue,26,F,0
07 Pirkanmaan vaalipiiri,5718,Rantanen,Risto,Pirkanmaan Sitoutumattomat yhteislista,73,M,0
06 Hämeen vaalipiiri,5974,Rantanen,Seppo,Vasemmistoliitto,0,M,0
01 Helsingin vaalipiiri,5609,Rantanen,Tuomas,Vihreä liitto,49,M,0
10 Vaasan vaalipiiri,4354,Rantasaari,Henna,Vihreä liitto,34,F,0
10 Vaasan vaalipiiri,5543,Rantatalo,Kirsi ,Kansallinen Kokoomus,48,F,0
09 Savo-Karjalan vaalipiiri,5267,Rantonen,Ossi,Itsenäisyyspuolue,52,M,0
01 Helsingin vaalipiiri,4993,Rasi,Marjatta,Kansallinen Kokoomus,69,F,0
07 Pirkanmaan vaalipiiri,4152,Rask,Virva-Mari,Vasemmistoliitto,36,F,0
03 Varsinais-Suomen vaalipiiri,5448,Ratilainen,Niina,Vihreä liitto,29,F,0
07 Pirkanmaan vaalipiiri,4241,Rauhala,Leena,Suomen Kristillisdemokraatit (KD),73,F,1
13 Lapin vaalipiiri,6130,Rauhala,Martti,Suomen Sosialidemokraattinen Puolue,58,M,0
04 Satakunnan vaalipiiri,5358,Raunela ,Tommi,Suomen Sosialidemokraattinen Puolue,43,M,0
07 Pirkanmaan vaalipiiri,4614,Raunio,Pirjo,Suomen Kristillisdemokraatit (KD),48,F,0
02 Uudenmaan vaalipiiri,5472,Raunisalo,Riika,Vasemmistoliitto,35,F,0
12 Oulun vaalipiiri,4331,Rautakoski,Esko,Suomen ruotsalainen kansanpuolue,50,M,0
06 Hämeen vaalipiiri,5554,Rautamäki,Eeva,Vihreä liitto,53,F,0
09 Savo-Karjalan vaalipiiri,5049,Rautavuori,Armi,Suomen Sosialidemokraattinen Puolue,59,F,0
02 Uudenmaan vaalipiiri,4263,Rautiainen,Petri,Muutos 2011,50,M,0
06 Hämeen vaalipiiri,5677,Rautio,Sari,Kansallinen Kokoomus,46,F,0
09 Savo-Karjalan vaalipiiri,5010,Ravi,Pekka,Kansallinen Kokoomus,65,M,1
02 Uudenmaan vaalipiiri,5692,Ravolainen-Rinne,Heta,Suomen Sosialidemokraattinen Puolue,41,F,0
03 Varsinais-Suomen vaalipiiri,5126,Rawstorne,Meri,Suomen Kristillisdemokraatit (KD),44,F,0
01 Helsingin vaalipiiri,4812,Razmyar,Nasima,Suomen Sosialidemokraattinen Puolue,30,F,0
08 Kaakkois-Suomen vaalipiiri,5676,Rehn,Merja,Suomen Keskusta,54,F,0
01 Helsingin vaalipiiri,5597,Rehn,Olli,Suomen Keskusta,52,M,0
02 Uudenmaan vaalipiiri,5142,Rehn-Kivi,Veronica ,Suomen ruotsalainen kansanpuolue,59,F,0
06 Hämeen vaalipiiri,5972,Rehula,Juha,Suomen Keskusta,0,M,0
07 Pirkanmaan vaalipiiri,5161,Rehuttu,Hannele,Piraattipuolue,34,F,0
09 Savo-Karjalan vaalipiiri,5242,Reijonen,Eero,Suomen Keskusta,67,M,1
09 Savo-Karjalan vaalipiiri,5500,Reijonen,Minna,Perussuomalaiset,42,F,0
12 Oulun vaalipiiri,5056,Reinikainen,Heikki,Suomen Sosialidemokraattinen Puolue,57,M,0
02 Uudenmaan vaalipiiri,5725,Reinikainen,Marko,Vihreä liitto,49,M,0
01 Helsingin vaalipiiri,4831,Relander,Jukka,Vihreä liitto,48,M,0
12 Oulun vaalipiiri,6086,Remes,Aimo,Muutos 2011,0,M,0
09 Savo-Karjalan vaalipiiri,4816,Repo,Timo,Itsenäisyyspuolue,27,M,0
09 Savo-Karjalan vaalipiiri,4421,Reponen,Eveliina,Suomen Sosialidemokraattinen Puolue,26,F,0
04 Satakunnan vaalipiiri,4597,Reunanen,Ari,Suomen Sosialidemokraattinen Puolue,30,M,0
12 Oulun vaalipiiri,6170,Richter,Juha,Suomen Kristillisdemokraatit (KD),30,M,0
06 Hämeen vaalipiiri,4431,Riihilahti,Tuomo,Kansallinen Kokoomus,43,M,0
10 Vaasan vaalipiiri,6052,Riihimäki,Marja-Liisa,Perussuomalaiset,0,F,0
08 Kaakkois-Suomen vaalipiiri,5342,Riikonen,Teuvo V.,Suomen Kristillisdemokraatit (KD),54,M,0
01 Helsingin vaalipiiri,5447,Riittinen,Leena,Vihreä liitto,60,F,0
10 Vaasan vaalipiiri,4467,Rikala,Juha,Perussuomalaiset,50,M,0
02 Uudenmaan vaalipiiri,5073,Rinne,Antti,Suomen Sosialidemokraattinen Puolue,52,M,0
04 Satakunnan vaalipiiri,5545,Rintala,Jukka J.,Itsenäisyyspuolue,28,M,0
11 Keski-Suomen vaalipiiri,4882,Rintala,Sirpa,Perussuomalaiset,60,F,0
10 Vaasan vaalipiiri,5115,Risikko,Paula,Kansallinen Kokoomus,54,F,1
09 Savo-Karjalan vaalipiiri,5046,Rissanen,Susanna,Suomen Kommunistinen Puolue,30,F,0
06 Hämeen vaalipiiri,4868,Ristavaara,Heini,Suomen Keskusta,48,F,0
07 Pirkanmaan vaalipiiri,5439,Ristimäki,Juha,Piraattipuolue,36,M,0
07 Pirkanmaan vaalipiiri,5987,Ristimäki-Anttila,Jaana,Perussuomalaiset,52,F,0
04 Satakunnan vaalipiiri,4356,Riuttamäki,Simo,Perussuomalaiset,63,M,0
07 Pirkanmaan vaalipiiri,5591,Rokosa,Inna ,Suomen Sosialidemokraattinen Puolue,22,F,0
06 Hämeen vaalipiiri,5159,Romo,Pekka,Kansallinen Kokoomus,63,M,0
12 Oulun vaalipiiri,4267,Ronkainen,Jari,Piraattipuolue,29,M,0
06 Hämeen vaalipiiri,4983,Ronkainen,Jari,Perussuomalaiset,42,M,0
02 Uudenmaan vaalipiiri,4663,Ronkainen,Pasi,Itsenäisyyspuolue,51,M,0
02 Uudenmaan vaalipiiri,4964,Ronkainen,Petri,Suomen Kristillisdemokraatit (KD),50,M,0
01 Helsingin vaalipiiri,4418,Ronkainen,Remo,Suomen Kristillisdemokraatit (KD),25,M,0
02 Uudenmaan vaalipiiri,4685,Ronkola,Sami,Vasemmistoliitto,21,M,0
04 Satakunnan vaalipiiri,4813,Ropo,Mikael ,Kansallinen Kokoomus,22,M,0
09 Savo-Karjalan vaalipiiri,4853,Roponen,Anne,Vihreä liitto,52,F,0
09 Savo-Karjalan vaalipiiri,5329,Rossi,Markku,Suomen Keskusta,59,M,1
03 Varsinais-Suomen vaalipiiri,5933,Roth,Lilja,Suomen Kristillisdemokraatit (KD),0,F,0
09 Savo-Karjalan vaalipiiri,6034,Rothström,Markko,Kansallinen Kokoomus,47,M,0
12 Oulun vaalipiiri,5278,Rousu,Pasi,Muutos 2011,39,M,0
08 Kaakkois-Suomen vaalipiiri,4166,Ruhanen,Esa,Suomen Kristillisdemokraatit (KD),29,M,0
13 Lapin vaalipiiri,5479,Rundgren,Simo,Suomen Keskusta,61,M,1
02 Uudenmaan vaalipiiri,5784,Runtti,Markus ,Itsenäisyyspuolue,43,M,0
06 Hämeen vaalipiiri,5221,Ruohisto,Juha,Itsenäisyyspuolue,39,M,0
02 Uudenmaan vaalipiiri,5246,Ruoho,Veera,Perussuomalaiset,45,F,0
02 Uudenmaan vaalipiiri,4341,Ruohonen-Lerner,Pirkko,Perussuomalaiset,58,F,1
01 Helsingin vaalipiiri,5039,Ruokanen,Tapani,Kansallinen Kokoomus,63,M,0
03 Varsinais-Suomen vaalipiiri,4697,Ruokonen,Marja,Vasemmistoliitto,62,F,0
03 Varsinais-Suomen vaalipiiri,5943,Ruottu,Annina,Suomen Keskusta,49,F,0
02 Uudenmaan vaalipiiri,5179,Rusi,Alpo,Suomen Keskusta,0,M,0
11 Keski-Suomen vaalipiiri,6071,Rusula,Pauliina,Vihreä liitto,0,F,0
09 Savo-Karjalan vaalipiiri,4436,Ruuskanen,Anne,Suomen Kommunistinen Puolue,54,F,0
09 Savo-Karjalan vaalipiiri,4604,Ruuskanen,Mauno,Itsenäisyyspuolue,67,M,0
02 Uudenmaan vaalipiiri,5916,Ruusulampi,Jaakko,Muutos 2011,0,M,0
01 Helsingin vaalipiiri,4471,Rydman,Wille,Kansallinen Kokoomus,29,M,0
13 Lapin vaalipiiri,5053,Ryynänen,Ari,Piraattipuolue,45,M,0
02 Uudenmaan vaalipiiri,4261,Ryynänen,Tuomo,Piraattipuolue,43,M,0
08 Kaakkois-Suomen vaalipiiri,4532,Ryösö,Hilla,Suomen Kristillisdemokraatit (KD),20,F,0
06 Hämeen vaalipiiri,5979,Räihä,Timo,Suomen Kristillisdemokraatit (KD),61,M,0
11 Keski-Suomen vaalipiiri,5446,Räisänen,Janne,Vasemmistoliitto,39,M,0
02 Uudenmaan vaalipiiri,5240,Rämö,Eve,Vihreä liitto,31,F,0
07 Pirkanmaan vaalipiiri,5687,Räsänen,Joni,Piraattipuolue,26,M,0
02 Uudenmaan vaalipiiri,4904,Räsänen,Joona,Suomen Sosialidemokraattinen Puolue,28,M,0
07 Pirkanmaan vaalipiiri,4424,Räsänen,Juhani,Suomen Kristillisdemokraatit (KD),64,M,0
06 Hämeen vaalipiiri,5063,Räsänen,Päivi,Suomen Kristillisdemokraatit (KD),55,F,0
09 Savo-Karjalan vaalipiiri,4746,Räsänen,Sami,Suomen Kristillisdemokraatit (KD),39,M,0
01 Helsingin vaalipiiri,5567,Räsänen,Senja,Suomen Kommunistinen Puolue,79,F,0
01 Helsingin vaalipiiri,5101,Räty,Laura,Kansallinen Kokoomus,37,F,0
02 Uudenmaan vaalipiiri,4938,rönkkö,pentti,Suomen Kristillisdemokraatit (KD),57,M,0
10 Vaasan vaalipiiri,5133,Saarakkala,Vesa-Matti,Perussuomalaiset,30,M,1
10 Vaasan vaalipiiri,5065,Saarela,Eppu,Vihreä liitto,30,M,0
09 Savo-Karjalan vaalipiiri,4711,Saarelainen,Antti,Vasemmistoliitto,25,M,0
12 Oulun vaalipiiri,5580,Saari,Hanna,Kansallinen Kokoomus,48,F,0
07 Pirkanmaan vaalipiiri,5529,Saari,Mikko,Itsenäisyyspuolue,51,M,0
01 Helsingin vaalipiiri,4994,Saarikangas,Markku,Perussuomalaiset,50,M,0
03 Varsinais-Suomen vaalipiiri,5183,Saarikko,Annika,Suomen Keskusta,31,F,1
06 Hämeen vaalipiiri,4566,Saarinen,Anita,Muutos 2011,44,F,0
03 Varsinais-Suomen vaalipiiri,5129,Saarinen,Markku,Suomen Kristillisdemokraatit (KD),0,M,0
06 Hämeen vaalipiiri,5973,Saarinen,Riitta,Vasemmistoliitto,0,F,0
03 Varsinais-Suomen vaalipiiri,4864,Saario,Mari,Vihreä liitto,40,F,0
11 Keski-Suomen vaalipiiri,6074,Saastamoinen,Ari,Suomen Sosialidemokraattinen Puolue,46,M,0
09 Savo-Karjalan vaalipiiri,5208,Saastamoinen,Esko Juhani,Perussuomalaiset,55,M,0
01 Helsingin vaalipiiri,5611,Sademies,Olli,Perussuomalaiset,67,M,0
01 Helsingin vaalipiiri,4662,Sadinmaa,Kai,Vasemmistoliitto,50,M,0
09 Savo-Karjalan vaalipiiri,5352,Saikkonen,Lasse,Piraattipuolue,48,M,0
03 Varsinais-Suomen vaalipiiri,5344,Saikkonen,Teemu,Vihreä liitto,37,M,0
12 Oulun vaalipiiri,5646,Sala,Sannamari,Vasemmistoliitto,47,F,0
01 Helsingin vaalipiiri,4757,Salava,Hannele,Suomen Kommunistinen Puolue,64,F,0
11 Keski-Suomen vaalipiiri,4217,Salenius,Marita,Perussuomalaiset,60,F,0
08 Kaakkois-Suomen vaalipiiri,6012,Sallinen,Leena,Vasemmistoliitto,0,F,0
01 Helsingin vaalipiiri,5871,Salmela,Mira,Piraattipuolue,0,F,0
02 Uudenmaan vaalipiiri,5734,Salmi,Joonas,Suomen Keskusta,26,M,0
12 Oulun vaalipiiri,5082,Salmi,Mikko,Suomen Sosialidemokraattinen Puolue,39,M,0
07 Pirkanmaan vaalipiiri,5093,Salmi,Pekka,Suomen Sosialidemokraattinen Puolue,40,M,0
13 Lapin vaalipiiri,5386,Salmijärvi,Petteri,Suomen Keskusta,40,M,0
01 Helsingin vaalipiiri,5663,Salminen,Anni,Itsenäisyyspuolue,27,F,0
06 Hämeen vaalipiiri,5399,Salminen,Antti,Perussuomalaiset,40,M,0
10 Vaasan vaalipiiri,4567,Salminen,Asko,Perussuomalaiset,48,M,0
04 Satakunnan vaalipiiri,5781,Salminen,Petri,Vasemmistoliitto,51,M,0
03 Varsinais-Suomen vaalipiiri,5934,Salo,Jarmo,Suomen Kristillisdemokraatit (KD),43,M,0
07 Pirkanmaan vaalipiiri,4755,Salo,Juho,Piraattipuolue,28,M,0
03 Varsinais-Suomen vaalipiiri,4349,Salo,Maija,Suomen Sosialidemokraattinen Puolue,49,F,0
10 Vaasan vaalipiiri,4391,Salo,Mauri,Suomen Kristillisdemokraatit (KD),62,M,0
10 Vaasan vaalipiiri,5346,Salo,Petri,Kansallinen Kokoomus,55,M,0
06 Hämeen vaalipiiri,5773,Salo,Tuomas,Suomen Kristillisdemokraatit (KD),31,M,0
01 Helsingin vaalipiiri,4306,Salo,Tuula,Perussuomalaiset,50,F,0
02 Uudenmaan vaalipiiri,5313,Salolahti,Anne-Maria,Vasemmistoliitto,27,F,0
01 Helsingin vaalipiiri,5209,Salolainen,Pertti,Kansallinen Kokoomus,74,M,1
04 Satakunnan vaalipiiri,5426,Salomäki,Toni,Piraattipuolue,35,M,0
10 Vaasan vaalipiiri,4621,Salonen,Harri ,Kansallinen Kokoomus,63,M,0
04 Satakunnan vaalipiiri,4447,Salonen,Kristiina,Suomen Sosialidemokraattinen Puolue,37,F,1
10 Vaasan vaalipiiri,6046,Salonen,Maarit,Itsenäisyyspuolue,0,F,0
13 Lapin vaalipiiri,5473,Salonen,Tarmo,Perussuomalaiset,62,M,0
04 Satakunnan vaalipiiri,4264,Salonen,Tomi,Perussuomalaiset,40,M,0
10 Vaasan vaalipiiri,4274,Saloranta,Allan,Vasemmistoliitto,56,M,0
11 Keski-Suomen vaalipiiri,6069,Saloranta,Jasmine ,Suomen Sosialidemokraattinen Puolue,22,F,0
02 Uudenmaan vaalipiiri,4724,Sammallahti,Tere,Piraattipuolue,33,M,0
01 Helsingin vaalipiiri,6169,Samppala,Seppo,Suomen Kristillisdemokraatit (KD),57,M,0
02 Uudenmaan vaalipiiri,4199,Sandberg,Tiina,Suomen Kommunistinen Puolue,41,F,0
10 Vaasan vaalipiiri,5801,Sankelo,Janne,Kansallinen Kokoomus,48,M,1
07 Pirkanmaan vaalipiiri,5798,Santala-Köykkä,Riitta,Vihreä liitto,53,F,0
02 Uudenmaan vaalipiiri,5699,Saramo,Jussi,Vasemmistoliitto,35,M,0
09 Savo-Karjalan vaalipiiri,4639,Sarisalmi,Joona,Itsenäisyyspuolue,32,M,0
07 Pirkanmaan vaalipiiri,5982,Sarisalmi,Julius,Itsenäisyyspuolue,30,M,0
12 Oulun vaalipiiri,5299,Sarkkinen,Hanna,Vasemmistoliitto,26,F,0
01 Helsingin vaalipiiri,5099,Sarkomaa,Sari,Kansallinen Kokoomus,49,F,1
02 Uudenmaan vaalipiiri,5453,Sarpola,Arja,Suomen Keskusta,51,F,0
12 Oulun vaalipiiri,6085,Sarpola,Arja,Vihreä liitto,53,F,0
07 Pirkanmaan vaalipiiri,4233,Sarvijärvi,Minna,Suomen Keskusta,47,F,0
07 Pirkanmaan vaalipiiri,5789,Sasi,Kimmo,Kansallinen Kokoomus,63,M,1
07 Pirkanmaan vaalipiiri,4855,Satonen,Arto,Kansallinen Kokoomus,48,M,1
01 Helsingin vaalipiiri,5526,Satti,Juho,Suomen Keskusta,31,M,0
12 Oulun vaalipiiri,4262,Saukko,Rauno,Muutos 2011,52,M,0
02 Uudenmaan vaalipiiri,5842,Saukkola,Ville,Perussuomalaiset,45,M,0
04 Satakunnan vaalipiiri,4408,Savala,Tero,Suomen Sosialidemokraattinen Puolue,31,M,0
07 Pirkanmaan vaalipiiri,4313,Savio,Sami,Perussuomalaiset,39,M,0
10 Vaasan vaalipiiri,6057,Savola,Mikko,Suomen Keskusta,33,M,1
01 Helsingin vaalipiiri,5852,Savola,Terttu,Köyhien Asialla,0,F,0
06 Hämeen vaalipiiri,5786,Savolainen,Jari,Piraattipuolue,36,M,0
09 Savo-Karjalan vaalipiiri,6035,Savolainen,Jukka,Kansallinen Kokoomus,0,M,0
02 Uudenmaan vaalipiiri,4270,Savolainen,Kim,Suomen Sosialidemokraattinen Puolue,44,M,0
02 Uudenmaan vaalipiiri,5705,Savolainen,Mariitta,Suomen Keskusta,62,F,0
08 Kaakkois-Suomen vaalipiiri,5738,Savolainen,Sini,Vasemmistoliitto,24,F,0
11 Keski-Suomen vaalipiiri,4176,Saxberg,Margo,Vihreä liitto,44,M,0
01 Helsingin vaalipiiri,5116,Sazonov,Daniel,Kansallinen Kokoomus,22,M,0
07 Pirkanmaan vaalipiiri,4224,Schadrin,Pauli,Suomen Kommunistinen Puolue,60,M,0
07 Pirkanmaan vaalipiiri,5433,Schafeitel,Yrjö ,Valitsijayhdistys Yrjö Schafeitel,73,M,0
03 Varsinais-Suomen vaalipiiri,5832,Schauman,Ida,Suomen ruotsalainen kansanpuolue,26,F,0
08 Kaakkois-Suomen vaalipiiri,6019,Seila,Heikki,Suomen Sosialidemokraattinen Puolue,59,M,0
03 Varsinais-Suomen vaalipiiri,4625,Seitz,Elina,Suomen Kristillisdemokraatit (KD),37,F,0
01 Helsingin vaalipiiri,5776,Selehov,Otto,Itsenäisyyspuolue,0,M,0
06 Hämeen vaalipiiri,5967,Selenius,Heidi,Perussuomalaiset,45,F,0
09 Savo-Karjalan vaalipiiri,4784,Semi,Matti,Vasemmistoliitto,58,M,0
12 Oulun vaalipiiri,6089,Seppä,Ida-Kajsa,Suomen ruotsalainen kansanpuolue,0,F,0
07 Pirkanmaan vaalipiiri,4302,Seppä,Sirpa,Kansallinen Kokoomus,50,F,0
06 Hämeen vaalipiiri,5976,Seppälä,Juuso,Kansallinen Kokoomus,24,M,0
08 Kaakkois-Suomen vaalipiiri,4615,Seppälä,Markku,Itsenäisyyspuolue,67,M,0
09 Savo-Karjalan vaalipiiri,4653,Seppänen,Eero,Itsenäisyyspuolue,65,M,0
07 Pirkanmaan vaalipiiri,5367,Seppänen,Erkki,Itsenäisyyspuolue,35,M,0
07 Pirkanmaan vaalipiiri,5741,Setälä,Mika,Suomen Kristillisdemokraatit (KD),47,M,0
13 Lapin vaalipiiri,5205,Seurujärvi,Janne,Suomen Keskusta,39,M,0
01 Helsingin vaalipiiri,4413,Sevander,Tomi,Suomen Sosialidemokraattinen Puolue,43,M,0
03 Varsinais-Suomen vaalipiiri,4189,Shelby,Jaana,Suomen Kristillisdemokraatit (KD),55,F,0
02 Uudenmaan vaalipiiri,6226,Sid,Sebastian,Piraattipuolue,32,M,0
12 Oulun vaalipiiri,4981,Siekkinen,Tapio,Suomen Sosialidemokraattinen Puolue,64,M,0
10 Vaasan vaalipiiri,5236,Sihto,Paula,Suomen Keskusta,53,F,0
09 Savo-Karjalan vaalipiiri,4944,Sihvonen,Aulikki,Kansallinen Kokoomus,51,F,0
12 Oulun vaalipiiri,6101,Sihvonen,Maarit,Vihreä liitto,54,F,0
13 Lapin vaalipiiri,4778,Siirilä,Tapio,Suomen Kommunistinen Puolue,69,M,0
03 Varsinais-Suomen vaalipiiri,5924,Siirtola,Sanna,Suomen Kommunistinen Puolue,0,F,0
11 Keski-Suomen vaalipiiri,4225,Sillanpää,Elina,Vihreä liitto,36,F,0
11 Keski-Suomen vaalipiiri,5557,Sillman,Aino,Suomen Kommunistinen Puolue,64,F,0
08 Kaakkois-Suomen vaalipiiri,6013,Silvala,Suvi,Vasemmistoliitto,0,F,0
02 Uudenmaan vaalipiiri,4324,Silvander,Iiro,Perussuomalaiset,42,M,0
02 Uudenmaan vaalipiiri,4490,Silvennoinen,Birgitta,Suomen Kristillisdemokraatit (KD),59,F,0
09 Savo-Karjalan vaalipiiri,4628,Silvennoinen,Maija,Suomen Kristillisdemokraatit (KD),36,F,0
07 Pirkanmaan vaalipiiri,5820,Silvennoinen,Seppo,Perussuomalaiset,55,M,0
06 Hämeen vaalipiiri,5588,Simanov,Gleb,Itsenäisyyspuolue,27,M,0
01 Helsingin vaalipiiri,5411,Simi-Kim,Päivi,Suomen Kristillisdemokraatit (KD),36,F,0
12 Oulun vaalipiiri,5157,Similä,Kai,Suomen Kristillisdemokraatit (KD),52,M,0
11 Keski-Suomen vaalipiiri,4669,Similä,Matti,Suomen Keskusta,38,M,0
01 Helsingin vaalipiiri,4155,Simojoki,Hanna-Kaisa,Suomen Kristillisdemokraatit (KD),38,F,0
08 Kaakkois-Suomen vaalipiiri,4705,Simola,Antti,Piraattipuolue,31,M,0
08 Kaakkois-Suomen vaalipiiri,6021,Simola,Tomi,Piraattipuolue,0,M,0
02 Uudenmaan vaalipiiri,5893,Simonen,Juha,Perussuomalaiset,0,M,0
12 Oulun vaalipiiri,5845,Simula,Jenna,Perussuomalaiset,25,F,0
02 Uudenmaan vaalipiiri,5305,Sinisalo,Pekka M.,Perussuomalaiset,45,M,0
12 Oulun vaalipiiri,5791,Sipilä,Juha,Suomen Keskusta,53,M,1
11 Keski-Suomen vaalipiiri,6083,Sipilä,Rami,Suomen Kristillisdemokraatit (KD),43,M,0
07 Pirkanmaan vaalipiiri,4309,Sipilä,Satu,Suomen Kristillisdemokraatit (KD),58,F,0
13 Lapin vaalipiiri,5220,Sipola,Jukka,Itsenäisyyspuolue,49,M,0
02 Uudenmaan vaalipiiri,4330,Sirainen,Liisa,Muutos 2011,0,F,0
03 Varsinais-Suomen vaalipiiri,5666,Sirén,Saara-Sofia ,Kansallinen Kokoomus,28,F,0
02 Uudenmaan vaalipiiri,5913,Sirén-Kaplas,Johanna,Muutos 2011,0,F,0
